Ticker,Date,Alpha,Unemployment,ConsumerSentiment,Market,Size,ValueGrowth,AlphaStd,UnemploymentStd,ConsumerSentimentStd,MarketStd,SizeStd,ValueGrowthStd,TotalRisk,DiversifiableRisk,NonDiversifiableRisk
ONB,2014-09-30,-0.061,0.634,0.153,1.1,0.776,0.571,0.051,0.606,0.134,0.209,0.371,0.401,26.779,20.295,17.472
ORI,2014-09-30,-0.005,0.086,0.146,0.602,0.486,1.548,0.058,0.69,0.153,0.239,0.423,0.457,25.881,16.392,20.028
OLN,2014-09-30,-0.039,0.405,-0.119,1.091,0.461,0.546,0.057,0.676,0.15,0.234,0.414,0.447,26.698,18.152,19.577
ZEUS,2014-09-30,-0.052,0.408,0.07,1.324,1.643,1.378,0.085,1.009,0.224,0.349,0.618,0.668,41.824,29.95,29.194
OMG,2014-09-30,-0.055,0.473,-0.105,1.368,1.418,0.724,0.082,0.982,0.218,0.34,0.602,0.65,39.396,27.262,28.44
OFLX,2014-09-30,0.088,-0.959,0.105,0.057,1.806,-0.476,0.1,1.197,0.266,0.414,0.733,0.792,37.774,14.537,34.865
OME,2014-09-30,-0.044,0.608,-0.099,1.453,1.039,0.502,0.137,1.631,0.362,0.564,0.999,1.079,54.021,25.778,47.474
OMER,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OABC,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORB,2014-09-30,0.083,-1.018,-0.204,1.018,1.716,-0.133,0.062,0.733,0.163,0.254,0.449,0.485,31.646,23.515,21.178
OCR,2014-09-30,0.002,0.021,0.004,1.123,0.356,0.092,0.05,0.596,0.132,0.206,0.365,0.395,24.286,17.083,17.262
OMCL,2014-09-30,0.043,-0.409,-0.18,0.494,1.509,-0.005,0.057,0.674,0.15,0.233,0.413,0.446,25.277,16.034,19.541
OVTI,2014-09-30,0.024,-0.346,0.704,1.483,0.493,-0.048,0.12,1.426,0.317,0.493,0.874,0.943,49.068,26.229,41.469
OMN,2014-09-30,-0.12,1.268,0.364,1.295,0.996,-0.528,0.106,1.269,0.282,0.439,0.777,0.839,43.844,23.683,36.898
ASGN,2014-09-30,-0.136,1.645,0.682,2.3,0.363,-0.213,0.091,1.085,0.241,0.375,0.665,0.718,47.247,35.359,31.338
ONNN,2014-09-30,-0.052,0.418,0.522,1.554,0.073,0.408,0.064,0.766,0.17,0.265,0.469,0.507,32.957,24.435,22.116
OGXI,2014-09-30,-0.11,0.734,-0.008,1.493,1.655,-0.793,0.134,1.599,0.355,0.553,0.98,1.058,54.506,28.427,46.506
OB,2014-09-30,-0.04,0.37,-0.095,1.084,-0.093,0.072,0.057,0.681,0.151,0.236,0.417,0.451,24.669,14.739,19.782
OPEN,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OPK,2014-09-30,-0.042,0.727,-0.007,0.674,1.011,0.085,0.107,1.281,0.284,0.443,0.785,0.847,40.269,15.147,37.311
OPLK,2014-09-30,-0.137,1.448,0.33,1.86,-1.807,-0.349,0.089,1.059,0.235,0.366,0.649,0.7,37.948,22.232,30.754
OPY,2014-09-30,-0.049,0.382,-0.078,1.599,0.565,0.77,0.081,0.967,0.215,0.334,0.592,0.64,38.16,25.916,28.01
OSUR,2014-09-30,-0.115,1.453,0.003,1.239,1.958,-1.116,0.116,1.377,0.306,0.476,0.843,0.911,48.832,28.009,40.001
ORBC,2014-09-30,0.044,-0.452,0.212,0.613,1.494,-0.487,0.094,1.122,0.249,0.388,0.687,0.742,37.08,17.569,32.654
OWW,2014-09-30,0.112,-1.213,-0.243,0.807,0.586,0.352,0.199,2.372,0.527,0.821,1.453,1.569,70.969,15.853,69.176
TIS,2014-09-30,0.052,-0.604,0.202,0.271,0.357,-0.078,0.079,0.938,0.208,0.324,0.574,0.62,28.288,7.248,27.343
OREX,2014-09-30,-0.012,-0.036,0.178,2.073,0.817,-0.002,0.223,2.661,0.591,0.92,1.63,1.76,83.962,32.263,77.516
OEH,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORN,2014-09-30,0.046,-0.849,0.66,1.067,0.629,0.481,0.079,0.94,0.209,0.325,0.576,0.622,35.71,23.068,27.259
OSK,2014-09-30,-0.042,0.331,0.046,1.982,0.096,0.45,0.082,0.975,0.216,0.337,0.597,0.645,40.018,28.393,28.201
OSIS,2014-09-30,-0.071,1.076,0.071,0.493,1.299,-1.074,0.094,1.115,0.248,0.386,0.683,0.738,36.182,15.974,32.465
OSIR,2014-09-30,0.1,-1.034,-0.325,0.656,1.583,-0.425,0.174,2.078,0.461,0.719,1.273,1.375,63.4,18.707,60.578
OTTR,2014-09-30,-0.016,0.151,-0.139,0.844,0.268,0.28,0.047,0.562,0.125,0.194,0.344,0.372,21.102,13.397,16.304
OVAS,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OSTK,2014-09-30,0.006,0.085,0.272,0.182,0.811,2.868,0.158,1.884,0.418,0.652,1.154,1.246,59.096,21.904,54.887
OMI,2014-09-30,-0.007,0.049,0.053,0.491,0.817,0.435,0.04,0.475,0.106,0.164,0.291,0.314,18.409,12.214,13.773
OC,2014-09-30,-0.126,1.432,0.191,1.281,1.082,0.758,0.081,0.968,0.215,0.335,0.593,0.64,37.771,25.287,28.057
PCCC,2014-09-30,-0.007,0.34,-0.146,0.646,0.24,0.044,0.099,1.181,0.262,0.408,0.723,0.781,35.931,10.303,34.422
PACB,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PCBK,2014-09-30,0.014,-0.207,0.009,0.763,0.884,0.61,0.059,0.709,0.157,0.245,0.434,0.469,26.267,16.335,20.57
PPBI,2014-09-30,-0.039,0.635,0.142,0.632,0.958,0.863,0.065,0.771,0.171,0.267,0.472,0.51,27.793,16.472,22.385
PCRX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PKG,2014-09-30,0.01,-0.01,0.006,0.944,0.498,-0.007,0.044,0.526,0.117,0.182,0.322,0.348,21.504,15.196,15.215
PACW,2014-09-30,0.009,-0.159,0.097,1.54,0.956,0.47,0.05,0.601,0.134,0.208,0.368,0.398,31.658,26.573,17.208
PLMT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
P,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNRA,2014-09-30,-0.112,1.472,0.193,0.752,0.378,-0.531,0.061,0.728,0.162,0.252,0.446,0.481,25.126,13.55,21.158
PHX,2014-09-30,0.08,-0.777,-0.327,0.532,0.639,0.565,0.089,1.058,0.235,0.366,0.648,0.7,33.575,13.293,30.832
PTRY,2014-09-30,0.031,-0.46,0.009,1.271,-0.278,-0.253,0.101,1.208,0.268,0.418,0.74,0.799,38.856,16.507,35.175
PZZA,2014-09-30,0.022,-0.055,0.013,0.238,0.969,0.399,0.055,0.661,0.147,0.229,0.405,0.437,21.794,10.22,19.249
PZG,2014-09-30,-0.284,3.35,0.19,1.185,1.838,2.367,0.182,2.173,0.482,0.752,1.331,1.437,72.525,35.537,63.221
PRXL,2014-09-30,0.031,-0.171,0.415,0.79,0.855,0.025,0.085,1.016,0.226,0.351,0.622,0.672,34.292,17.398,29.55
PRK,2014-09-30,-0.035,0.404,0.112,0.802,0.6,-0.032,0.037,0.444,0.099,0.154,0.272,0.294,19.066,14.101,12.833
PKOH,2014-09-30,-0.007,0.52,0.566,0.205,3.774,1.116,0.15,1.79,0.397,0.619,1.097,1.184,62.75,35.081,52.028
PSTB,2014-09-30,0.003,-0.112,-0.09,0.837,0.834,1.124,0.073,0.865,0.192,0.299,0.53,0.572,31.217,18.53,25.123
PKD,2014-09-30,-0.055,0.557,-0.451,1.076,1.336,1.075,0.1,1.189,0.264,0.411,0.728,0.786,42.604,24.958,34.529
PRKR,2014-09-30,0.074,-0.631,0.38,-0.486,0.417,1.516,0.272,3.236,0.718,1.119,1.982,2.14,95.309,13.198,94.391
PRE,2014-09-30,0.027,-0.345,0.07,0.791,-0.177,0.193,0.041,0.49,0.109,0.169,0.3,0.324,17.97,10.991,14.217
PATK,2014-09-30,0.216,-2.028,0.12,0.6,1.7,1.692,0.182,2.17,0.482,0.751,1.329,1.435,67.932,24.867,63.217
QLGC,2014-09-30,-0.067,0.529,-0.163,1.153,0.645,-0.462,0.063,0.754,0.167,0.261,0.462,0.499,28.693,18.575,21.869
KWR,2014-09-30,-0.098,1.255,-0.205,1.545,1.371,0.756,0.075,0.889,0.197,0.308,0.545,0.588,39.259,29.711,25.662
PATR,2014-09-30,-0.01,0.138,-0.285,0.581,0.077,0.525,0.073,0.867,0.193,0.3,0.531,0.574,27.452,10.752,25.258
PTEN,2014-09-30,0.005,-0.05,-0.225,1.287,0.411,0.198,0.076,0.901,0.2,0.312,0.552,0.596,32.984,20.075,26.171
PDFS,2014-09-30,-0.15,1.983,0.503,1.006,0.414,0.969,0.1,1.195,0.265,0.413,0.732,0.79,40.92,21.623,34.74
PDLI,2014-09-30,0.003,0.062,0.056,0.354,0.532,-0.645,0.074,0.883,0.196,0.305,0.541,0.584,26.968,8.036,25.743
PGC,2014-09-30,0.015,-0.24,0.063,0.822,0.91,1.203,0.073,0.866,0.192,0.3,0.53,0.573,31.677,19.273,25.14
PEGA,2014-09-30,0.015,-0.292,0.23,1.342,1.75,-0.78,0.127,1.518,0.337,0.525,0.93,1.004,51.996,27.449,44.16
PCO,2014-09-30,-0.207,2.617,0.214,0.813,2.014,2.268,0.141,1.681,0.373,0.582,1.03,1.112,58.247,31.674,48.882
PENX,2014-09-30,0.029,-0.264,0.073,0.648,0.255,0.783,0.108,1.285,0.285,0.445,0.788,0.85,39.489,12.466,37.469
PENN,2014-09-30,-0.177,1.974,-0.237,0.997,0.16,-0.206,0.121,1.442,0.32,0.499,0.883,0.954,45.143,16.539,42.004
PVA,2014-09-30,0.279,-3.463,-0.428,0.5,3.361,0.242,0.12,1.429,0.317,0.494,0.876,0.946,52.458,32.091,41.497
PFLT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PNNT,2014-09-30,-0.07,0.866,-0.07,0.963,0.382,0.262,0.035,0.421,0.094,0.146,0.258,0.279,19.76,15.607,12.12
JCP,2014-09-30,-0.138,1.266,0.272,1.818,-0.461,0.35,0.127,1.513,0.336,0.523,0.927,1.001,50.416,24.584,44.016
PFSI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAG,2014-09-30,0.009,-0.135,0.227,1.379,1.005,0.452,0.076,0.91,0.202,0.315,0.557,0.602,36.371,25.079,26.341
PBY,2014-09-30,-0.106,1.111,0.091,1.317,1.627,-0.117,0.09,1.068,0.237,0.369,0.654,0.707,41.042,26.934,30.967
PPHM,2014-09-30,0.062,-0.586,0.048,0.778,0.585,1.649,0.341,4.066,0.903,1.406,2.491,2.689,120.142,19.233,118.592
PSMI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRFT,2014-09-30,-0.047,0.573,0.22,0.972,1.195,0.126,0.089,1.06,0.235,0.367,0.65,0.701,37.001,20.477,30.818
PFMT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSEM,2014-09-30,0.033,-0.505,-0.104,0.803,1.082,0.204,0.067,0.798,0.177,0.276,0.489,0.528,28.806,17.124,23.164
PTX,2014-09-30,-0.051,0.737,0.11,1.744,-1.529,1.486,0.199,2.376,0.528,0.822,1.456,1.572,73.461,24.514,69.25
PETS,2014-09-30,0.035,-0.567,0.37,0.892,1.355,0.627,0.079,0.94,0.209,0.325,0.576,0.622,35.34,22.485,27.264
PHH,2014-09-30,-0.005,0.019,-0.019,0.709,1.296,0.717,0.086,1.024,0.227,0.354,0.628,0.678,35.019,18.403,29.794
PQ,2014-09-30,0.013,-0.242,-0.148,0.844,1.229,0.633,0.11,1.314,0.292,0.455,0.805,0.869,42.901,19.402,38.263
PGTI,2014-09-30,0.141,-1.379,-0.069,0.143,2.828,2.012,0.131,1.564,0.347,0.541,0.958,1.035,53.174,27.516,45.501
PMC,2014-09-30,0.113,-1.335,-0.104,0.638,1.539,0.836,0.114,1.357,0.301,0.469,0.831,0.898,44.309,20.073,39.502
PHIIK,2014-09-30,0.002,-0.008,-0.101,1.072,1.001,1.155,0.072,0.853,0.189,0.295,0.523,0.564,33.357,22.392,24.724
PNX,2014-09-30,0.101,-1.414,0.183,1.688,2.335,0.713,0.123,1.464,0.325,0.506,0.897,0.968,56.698,37.615,42.424
PHMD,2014-09-30,-0.294,3.849,-0.239,-0.232,0.876,0.227,0.169,2.015,0.447,0.697,1.235,1.333,61.543,18.341,58.746
PICO,2014-09-30,-0.03,0.144,-0.109,0.886,0.594,0.423,0.054,0.647,0.144,0.224,0.396,0.428,24.512,15.78,18.757
PNY,2014-09-30,-0.035,0.475,-0.113,0.431,0.353,0.133,0.039,0.466,0.103,0.161,0.286,0.308,15.856,8.224,13.557
PNFP,2014-09-30,0.02,-0.189,0.302,1.183,1.144,0.348,0.083,0.987,0.219,0.342,0.605,0.653,37.06,23.518,28.641
PIKE,2014-09-30,0.077,-0.988,-0.013,0.752,0.539,0.659,0.113,1.342,0.298,0.464,0.822,0.888,41.933,15.145,39.103
PPC,2014-09-30,0.189,-1.888,0.641,0.025,2.222,2.38,0.121,1.444,0.321,0.5,0.885,0.955,51.144,29.226,41.971
PF,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PES,2014-09-30,0.052,-0.648,-0.247,1.568,1.878,0.079,0.116,1.378,0.306,0.477,0.844,0.911,50.879,31.454,39.991
PJC,2014-09-30,0.135,-1.753,0.047,1.113,0.762,0.597,0.075,0.893,0.198,0.309,0.547,0.591,33.767,21.667,25.898
PLT,2014-09-30,-0.021,0.202,-0.053,1.177,1.107,-0.098,0.042,0.502,0.111,0.174,0.308,0.332,25.845,21.472,14.385
PTP,2014-09-30,0.002,0.011,0.028,0.537,0.061,0.337,0.039,0.459,0.102,0.159,0.281,0.304,15.799,8.434,13.359
PCYO,2014-09-30,0.127,-1.339,0.271,0.217,1.259,1.054,0.143,1.707,0.379,0.59,1.046,1.129,52.382,16.406,49.746
PGEM,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PZN,2014-09-30,0.052,-0.82,0.356,1.932,0.941,0.041,0.093,1.106,0.246,0.383,0.678,0.732,45.259,32.001,32.005
PMCS,2014-09-30,0.071,-1.073,0.316,0.988,1.324,-0.539,0.059,0.702,0.156,0.243,0.43,0.464,29.584,21.532,20.287
PII,2014-09-30,-0.044,0.789,-0.022,1.2,0.623,-0.661,0.063,0.757,0.168,0.262,0.463,0.5,29.003,18.974,21.935
PMFG,2014-09-30,-0.123,1.226,-0.513,1.08,1.203,-0.6,0.112,1.331,0.296,0.46,0.815,0.88,44.998,22.933,38.715
QADA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POR,2014-09-30,-0.022,0.346,0.011,0.461,-0.094,0.316,0.035,0.412,0.092,0.143,0.253,0.273,13.783,6.782,11.999
PLCM,2014-09-30,-0.038,0.384,0.198,0.657,1.552,0.2,0.1,1.195,0.265,0.413,0.732,0.79,39.695,19.148,34.771
POOL,2014-09-30,-0.032,0.474,0.286,0.702,0.773,0.416,0.051,0.61,0.135,0.211,0.374,0.403,23.629,15.678,17.678
BPOP,2014-09-30,-0.065,0.575,0.086,1.927,0.682,2.213,0.094,1.126,0.25,0.389,0.69,0.745,48.106,35.451,32.517
PRAA,2014-09-30,-0.031,0.608,-0.189,0.389,1.246,1.433,0.073,0.868,0.193,0.3,0.532,0.574,30.58,17.273,25.235
PTLA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POST,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POWL,2014-09-30,-0.025,0.29,-0.36,0.479,1.088,0.144,0.087,1.038,0.23,0.359,0.636,0.687,33.437,14.295,30.228
POWI,2014-09-30,0.015,-0.206,0.047,1.013,1.502,-0.114,0.084,1.002,0.223,0.347,0.614,0.663,36.42,21.896,29.103
PSIX,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POWR,2014-09-30,0.052,-0.431,-0.468,0.529,2.048,0.645,0.169,2.014,0.447,0.697,1.234,1.332,62.721,22.113,58.693
POZN,2014-09-30,-0.015,0.045,0.393,1.97,-0.404,0.925,0.15,1.787,0.397,0.618,1.095,1.182,59.426,28.742,52.013
QGEN,2014-09-30,0.025,-0.403,0.111,0.797,0.065,-0.035,0.052,0.624,0.138,0.216,0.382,0.413,21.529,11.601,18.136
PFBC,2014-09-30,0.181,-2.008,-0.12,-0.315,2.291,0.797,0.106,1.263,0.28,0.437,0.774,0.835,40.83,17.738,36.776
PLPC,2014-09-30,-0.165,1.842,0.075,1.788,-0.404,0.021,0.093,1.108,0.246,0.383,0.679,0.733,40.003,23.77,32.175
PGI,2014-09-30,0.008,-0.191,-0.101,1.342,1.388,-0.146,0.09,1.073,0.238,0.371,0.657,0.71,40.036,25.176,31.129
PBH,2014-09-30,-0.068,0.867,0.244,1.969,-0.093,-0.35,0.081,0.963,0.214,0.333,0.59,0.637,38.519,26.588,27.871
QLIK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRGX,2014-09-30,-0.074,0.806,-0.171,1.065,1.309,0.648,0.098,1.171,0.26,0.405,0.718,0.775,41.007,22.856,34.046
PSMT,2014-09-30,-0.169,2.263,-0.401,1.045,-0.134,0.138,0.074,0.882,0.196,0.305,0.54,0.583,31.285,17.947,25.625
PRI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PRA,2014-09-30,-0.07,0.879,0.104,0.632,-0.178,0.208,0.034,0.401,0.089,0.139,0.245,0.265,14.736,9.053,11.626
PKT,2014-09-30,-0.173,2.188,0.274,0.851,0.873,0.88,0.145,1.733,0.385,0.6,1.062,1.147,54.609,20.781,50.5
PGNX,2014-09-30,0.078,-0.892,0.256,0.896,2.414,-0.38,0.199,2.365,0.525,0.818,1.449,1.565,74.101,27.216,68.922
PRGS,2014-09-30,-0.068,0.69,0.083,1.454,1.205,-1.023,0.045,0.541,0.12,0.187,0.331,0.358,29.688,25.363,15.431
PFPT,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QUAD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KKD,2014-09-30,-0.072,1.091,-0.198,1.352,0.15,-0.156,0.132,1.578,0.35,0.546,0.967,1.044,49.966,19.561,45.978
KRO,2014-09-30,-0.246,3.061,-0.251,1.521,1.062,-1.259,0.119,1.417,0.315,0.49,0.868,0.937,50.217,28.758,41.166
PSEC,2014-09-30,-0.046,0.538,0.078,0.864,0.08,0.3,0.042,0.495,0.11,0.171,0.303,0.327,19.288,12.905,14.334
LLEN,2014-09-30,-0.564,6.197,0.06,1.365,1.208,2.219,0.237,2.812,0.611,0.959,1.69,1.948,89.139,39.59,79.865
LZB,2014-09-30,-0.145,1.69,0.366,2.035,0.043,1.416,0.101,1.199,0.266,0.415,0.734,0.793,47.539,32.478,34.715
LTS,2014-09-30,0.091,-0.627,-0.319,0.065,2.77,1.171,0.143,1.705,0.378,0.59,1.044,1.127,54.952,23.579,49.636
LG,2014-09-30,-0.022,0.285,-0.044,0.385,-0.048,0.132,0.03,0.357,0.079,0.123,0.218,0.236,11.733,5.466,10.382
LBAI,2014-09-30,-0.045,0.58,-0.098,0.613,2.154,0.831,0.051,0.612,0.136,0.212,0.375,0.405,29.349,23.487,17.6
LBY,2014-09-30,-0.166,2.385,0.208,0.467,0.905,0.621,0.104,1.238,0.275,0.428,0.758,0.819,39.763,16.781,36.049
LKFN,2014-09-30,0.04,-0.363,-0.0,0.175,1.246,0.404,0.048,0.573,0.127,0.198,0.351,0.379,20.272,11.579,16.64
LAMR,2014-09-30,-0.061,0.585,0.144,1.995,0.554,0.524,0.058,0.692,0.154,0.239,0.424,0.458,36.624,30.818,19.787
LANC,2014-09-30,-0.004,0.148,0.08,0.238,0.722,0.453,0.043,0.508,0.113,0.176,0.311,0.336,17.274,8.97,14.763
LNDC,2014-09-30,0.012,-0.127,0.027,0.965,0.156,0.092,0.088,1.044,0.232,0.361,0.64,0.691,33.527,14.102,30.417
LSTR,2014-09-30,0.009,-0.084,0.085,0.776,0.084,0.788,0.036,0.427,0.095,0.148,0.261,0.282,18.154,13.329,12.324
CALL,2014-09-30,-0.334,4.189,-1.249,2.349,-1.518,-0.998,0.273,3.257,0.723,1.127,1.996,2.155,102.946,39.914,94.893
LCI,2014-09-30,0.451,-5.143,0.157,0.661,2.78,-2.21,0.114,1.363,0.303,0.471,0.835,0.901,51.717,33.351,39.527
LPI,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LVS,2014-09-30,-0.143,1.834,-0.225,1.523,0.707,-0.541,0.083,0.985,0.219,0.341,0.604,0.652,37.839,24.813,28.568
LSCC,2014-09-30,-0.148,1.844,0.134,1.716,1.182,1.69,0.099,1.174,0.261,0.406,0.719,0.777,47.994,33.898,33.976
LAYN,2014-09-30,-0.133,1.358,-0.127,0.273,1.336,1.156,0.064,0.765,0.17,0.265,0.469,0.506,27.657,16.456,22.229
LCNB,2014-09-30,-0.039,0.607,0.09,-0.085,-0.029,0.223,0.049,0.585,0.13,0.202,0.358,0.387,17.372,3.337,17.048
LF,2014-09-30,-0.193,2.376,0.284,0.958,1.301,1.82,0.135,1.608,0.357,0.556,0.985,1.064,54.229,27.433,46.778
LEA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LII,2014-09-30,0.001,0.028,0.099,0.878,0.94,0.476,0.05,0.593,0.132,0.205,0.363,0.392,24.798,17.92,17.142
LVLT,2014-09-30,0.07,-0.81,-0.079,1.305,0.466,0.495,0.115,1.375,0.305,0.476,0.842,0.909,45.345,21.332,40.014
LXRX,2014-09-30,-0.045,0.365,-0.4,1.43,1.372,1.313,0.122,1.449,0.322,0.501,0.888,0.959,51.591,29.808,42.109
LXK,2014-09-30,-0.005,0.141,-0.316,0.971,0.732,0.049,0.106,1.258,0.279,0.435,0.77,0.832,40.632,17.604,36.621
LBTYA,2014-09-30,-0.124,1.482,0.146,1.26,0.378,-1.38,0.085,1.016,0.226,0.351,0.622,0.672,35.579,19.846,29.53
LINTA,2014-09-30,-0.08,0.954,-0.035,1.513,-0.108,0.274,0.054,0.645,0.143,0.223,0.395,0.427,28.027,20.939,18.629
LMCA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LVNTA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOCK,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LCUT,2014-09-30,-0.113,1.586,-0.412,0.456,1.283,1.072,0.102,1.211,0.269,0.419,0.742,0.801,39.979,18.849,35.257
LFVN,2014-09-30,-0.366,4.764,0.322,0.977,-1.243,1.977,0.216,2.578,0.572,0.892,1.579,1.705,79.199,25.052,75.132
LWAY,2014-09-30,0.029,-0.298,0.142,0.215,0.431,0.63,0.089,1.062,0.236,0.367,0.65,0.702,32.017,8.164,30.958
LGND,2014-09-30,0.092,-0.944,-0.607,1.18,0.552,0.186,0.119,1.419,0.315,0.491,0.869,0.939,46.798,22.004,41.302
LMNR,2014-09-30,-0.074,0.925,0.224,0.837,0.711,0.708,0.097,1.153,0.256,0.399,0.706,0.762,37.854,17.525,33.552
QSII,2014-09-30,-0.12,1.266,0.005,0.673,0.298,-0.001,0.095,1.134,0.252,0.392,0.694,0.75,35.013,11.589,33.04
LINC,2014-09-30,-0.072,0.412,-0.179,1.537,2.264,1.232,0.133,1.585,0.352,0.548,0.971,1.049,58.2,35.625,46.023
LECO,2014-09-30,-0.027,0.402,-0.014,1.045,0.908,-0.196,0.051,0.608,0.135,0.21,0.372,0.402,25.566,18.576,17.565
LNKD,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LIOX,2014-09-30,-0.021,0.384,-0.284,0.585,2.159,1.455,0.127,1.511,0.335,0.523,0.925,0.999,50.554,24.98,43.952
LGF,2014-09-30,0.077,-0.613,0.209,0.278,1.144,-0.118,0.087,1.036,0.23,0.359,0.635,0.686,32.534,12.106,30.198
LQDT,2014-09-30,-0.17,2.332,0.381,-0.896,2.009,-1.129,0.117,1.395,0.31,0.482,0.854,0.922,46.288,22.26,40.584
LAD,2014-09-30,0.051,-0.416,-0.021,1.463,2.222,0.699,0.117,1.389,0.308,0.48,0.851,0.919,52.258,33.275,40.296
LFUS,2014-09-30,-0.072,0.953,0.041,1.201,1.164,-0.064,0.058,0.695,0.154,0.24,0.426,0.46,30.175,22.543,20.057
LYV,2014-09-30,0.069,-0.673,0.372,0.521,2.081,0.633,0.081,0.965,0.214,0.334,0.591,0.638,36.398,23.265,27.992
LPSN,2014-09-30,-0.13,1.614,-0.281,1.469,0.083,-0.908,0.108,1.292,0.287,0.447,0.792,0.855,43.31,21.493,37.601
LKQ,2014-09-30,-0.035,0.549,0.137,0.624,0.125,-0.147,0.062,0.736,0.163,0.255,0.451,0.487,23.408,9.405,21.435
LMIA,2014-09-30,-0.209,2.409,-0.017,1.558,-0.347,0.184,0.105,1.248,0.277,0.432,0.765,0.826,42.418,21.932,36.309
LOGM,2014-09-30,0.035,-0.227,-0.004,0.292,1.914,-0.421,0.102,1.218,0.271,0.422,0.746,0.806,39.229,16.728,35.483
LORL,2014-09-30,-0.125,1.739,-0.017,0.874,0.255,0.371,0.075,0.898,0.199,0.311,0.55,0.594,30.212,15.148,26.14
LPX,2014-09-30,-0.109,1.343,-0.057,1.281,1.876,2.232,0.089,1.066,0.237,0.369,0.653,0.705,45.702,33.765,30.799
LPLA,2014-09-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LXU,2014-09-30,-0.118,1.44,-0.196,1.607,0.802,0.712,0.109,1.293,0.287,0.447,0.792,0.855,46.559,27.519,37.555
